,flag_SF,same_srv_rate,dst_host_srv_count,logged_in,flag_S0,serror_rate,count,service_http,service_private,dst_host_count,class
495,0,0.14,20,0,1,1.0,139,0,0,255,0
496,0,1.0,192,0,0,0.0,1,1,0,19,1
497,1,1.0,65,1,0,0.0,1,0,0,75,1
498,1,1.0,255,1,0,0.0,9,1,0,94,1
499,1,1.0,255,1,0,0.0,12,1,0,255,1
500,1,1.0,255,1,0,0.0,5,1,0,5,1
501,1,1.0,255,1,0,0.0,1,1,0,255,1
502,0,0.05,20,0,1,1.0,196,0,1,255,0
503,1,1.0,255,1,0,0.0,3,1,0,255,1
504,1,1.0,205,0,0,0.0,4,0,0,255,1
505,1,0.33,1,0,0,0.0,3,0,0,255,1
506,1,1.0,123,1,0,0.0,1,0,0,255,0
507,1,1.0,59,0,0,0.0,1,0,0,1,0
508,1,1.0,254,0,0,0.0,167,0,0,255,1
509,0,0.5,1,0,0,0.0,2,0,1,255,0
510,1,1.0,135,1,0,0.0,1,0,0,3,1
511,1,1.0,14,1,0,0.0,1,0,0,2,1
512,1,1.0,255,1,0,0.0,3,1,0,36,1
513,1,1.0,255,1,0,0.0,13,1,0,255,1
514,1,1.0,255,1,0,0.0,10,1,0,255,1
515,1,0.5,28,0,0,0.0,2,0,0,255,1
516,0,0.03,14,0,1,1.0,262,0,1,255,0
517,0,0.17,17,0,1,1.0,103,0,0,255,0
518,1,1.0,255,1,0,0.0,14,1,0,143,1
519,1,1.0,255,1,0,0.0,43,1,0,43,1
520,0,0.07,17,0,1,1.0,221,0,0,255,0
521,1,1.0,255,1,0,0.0,5,1,0,29,1
522,0,0.42,14,0,1,1.0,33,0,0,255,0
523,1,1.0,255,1,0,0.0,3,1,0,255,1
524,1,1.0,253,0,0,0.0,224,0,0,255,1
525,1,1.0,40,1,0,0.0,1,0,0,158,1
526,0,0.06,14,0,1,1.0,221,0,0,255,0
527,1,0.5,2,0,0,0.0,4,0,0,255,1
528,0,1.0,1,0,0,0.0,1,0,1,255,0
529,0,0.05,14,0,0,0.0,284,0,0,255,0
530,1,1.0,2,0,0,0.0,2,0,1,255,0
531,0,0.11,1,0,1,1.0,150,0,0,255,0
532,0,0.04,9,0,1,1.0,255,0,0,255,0
533,1,0.4,2,0,0,0.0,5,0,0,255,1
534,0,0.08,12,0,1,1.0,26,0,1,255,0
535,0,1.0,96,1,0,0.0,2,0,0,170,1
536,0,0.27,58,0,1,1.0,74,0,0,255,0
537,1,0.5,161,1,0,0.0,2,0,0,18,1
538,0,1.0,141,0,1,1.0,7,0,0,29,0
539,1,1.0,255,1,0,0.0,2,1,0,10,1
540,0,0.02,4,0,1,1.0,235,0,0,255,0
541,0,0.15,18,0,1,1.0,131,0,1,255,0
542,1,1.0,255,0,0,0.0,100,0,0,255,1
543,1,1.0,5,0,0,0.0,1,0,0,126,1
544,1,1.0,255,1,0,0.0,11,1,0,104,1
545,1,1.0,255,1,0,0.0,2,1,0,39,1
546,1,1.0,255,1,0,0.0,8,1,0,8,1
547,0,0.02,2,0,1,1.0,124,0,0,255,0
548,1,1.0,242,0,0,0.0,263,0,0,255,1
549,0,0.44,15,0,1,1.0,34,0,0,255,0
550,1,1.0,17,1,0,0.0,1,0,0,1,0
551,1,1.0,28,0,0,0.0,1,0,0,1,0
552,1,1.0,255,1,0,0.0,16,1,0,79,1
553,0,0.19,9,0,1,1.0,16,0,0,255,0
554,0,1.0,255,0,0,0.0,1,1,0,43,1
555,1,1.0,151,0,0,0.0,151,0,0,151,1
556,0,1.0,1,0,0,0.0,1,0,1,19,0
557,0,0.06,7,0,1,1.0,115,0,0,255,0
558,0,0.08,7,0,0,0.0,130,0,1,255,0
559,0,0.06,15,0,1,1.0,236,0,0,255,0
560,1,0.33,98,0,0,0.0,3,0,0,101,1
561,0,0.06,16,0,0,0.0,280,0,0,255,0
562,1,1.0,187,1,0,0.0,1,0,0,119,1
563,1,1.0,255,1,0,0.0,7,1,0,115,1
564,0,0.01,2,0,1,1.0,268,0,1,255,0
565,0,0.21,18,0,1,1.0,84,0,1,255,0
566,1,1.0,255,1,0,0.0,24,1,0,49,1
567,1,1.0,255,0,0,0.0,139,0,0,255,0
568,0,0.03,6,0,1,1.0,211,0,0,255,0
569,1,1.0,255,1,0,0.0,9,1,0,9,1
570,1,1.0,225,0,0,0.0,1,0,0,1,0
571,0,0.02,2,0,1,1.0,100,0,0,255,0
572,0,0.13,13,0,1,1.0,101,0,0,255,0
573,0,0.02,17,0,1,1.0,265,0,0,255,0
574,1,1.0,250,1,0,0.0,1,1,0,255,1
575,1,1.0,1,0,0,0.0,1,0,0,1,1
576,1,1.0,96,0,0,0.0,210,0,0,135,1
577,0,0.31,17,0,1,1.0,54,0,1,255,0
578,1,1.0,255,1,0,0.0,16,1,0,16,1
579,1,1.0,254,0,0,0.0,43,0,0,255,1
580,1,1.0,255,1,0,0.0,23,1,0,23,1
581,1,1.0,65,1,0,0.0,1,0,0,237,0
582,0,0.08,20,0,0,0.0,248,0,0,255,0
583,1,1.0,224,0,0,0.0,127,0,0,255,1
584,1,1.0,12,1,0,0.0,1,0,0,129,1
585,1,0.08,1,1,0,0.0,13,0,0,83,1
586,1,1.0,255,0,0,0.0,1,0,0,1,0
587,1,1.0,255,1,0,0.0,2,1,0,29,1
588,1,1.0,255,1,0,0.0,13,1,0,255,1
589,0,0.05,12,0,1,1.0,251,1,0,255,0
590,1,1.0,255,1,0,0.0,11,1,0,255,1
591,0,1.0,2,0,0,0.0,2,0,0,255,0
592,0,0.08,18,0,1,1.0,222,0,0,255,0
593,1,0.5,44,0,0,0.0,2,0,0,114,1
594,1,1.0,63,1,0,0.0,4,0,0,100,1
595,0,0.02,4,0,1,1.0,228,0,0,255,0
596,1,1.0,8,0,0,0.0,1,0,0,178,1
597,0,0.17,22,0,1,1.0,129,0,0,255,0
598,1,1.0,255,0,0,0.0,255,0,0,255,1
599,0,0.08,17,0,1,1.0,118,0,1,255,0
600,0,0.19,1,0,1,1.0,84,0,1,255,0
601,1,1.0,14,1,0,0.0,2,1,0,11,1
602,0,0.03,18,0,1,1.0,115,0,1,255,0
603,1,1.0,33,0,0,0.0,1,0,0,1,0
604,1,1.0,255,1,0,0.0,16,1,0,255,1
605,0,1.0,2,0,0,0.0,2,0,0,255,0
606,0,0.09,11,0,1,1.0,111,0,1,155,0
607,1,1.0,68,1,0,0.0,4,1,0,68,0
608,1,1.0,255,1,0,0.0,11,1,0,255,1
609,0,0.05,12,0,0,0.0,241,0,0,255,0
610,1,1.0,255,1,0,0.0,7,1,0,255,1
611,0,0.0,1,0,0,0.0,242,0,0,255,0
612,1,1.0,255,1,0,0.0,1,1,0,9,1
613,1,1.0,60,1,0,0.0,1,0,0,135,1
614,1,1.0,255,1,0,0.0,9,1,0,9,1
615,0,0.06,6,0,1,1.0,101,0,0,255,0
616,0,1.0,2,0,0,0.0,1,0,1,62,0
617,1,1.0,255,1,0,0.0,12,1,0,12,1
618,1,1.0,78,1,0,0.0,1,0,0,110,1
619,1,1.0,214,1,0,0.0,3,1,0,214,0
620,1,1.0,255,1,0,0.0,1,1,0,1,1
621,0,1.0,1,0,0,0.0,1,0,1,255,0
622,0,0.0,1,0,0,0.0,320,0,1,255,0
623,1,1.0,255,1,0,0.0,17,1,0,34,1
624,0,0.07,11,0,1,1.0,114,0,1,255,0
625,0,0.17,23,0,1,1.0,136,0,0,255,0
626,0,0.01,4,0,1,1.0,272,0,0,255,0
627,0,0.04,9,0,1,1.0,209,0,1,255,0
628,1,1.0,255,1,0,0.0,66,1,0,234,1
629,0,0.15,16,0,0,0.0,110,0,0,255,0
630,1,1.0,1,0,0,0.0,1,0,0,255,1
631,0,0.5,1,0,0,0.0,2,0,0,255,0
632,1,0.33,1,0,0,0.0,3,0,0,255,1
633,1,1.0,255,1,0,0.0,16,1,0,21,1
634,0,0.02,5,0,1,1.0,268,0,0,255,0
635,1,0.67,29,1,0,0.0,3,0,0,37,1
636,1,1.0,255,1,0,0.0,4,1,0,26,1
637,1,1.0,255,1,0,0.0,7,1,0,7,1
638,0,0.05,11,0,1,1.0,292,0,0,255,0
639,1,1.0,255,1,0,0.0,5,1,0,230,1
640,0,1.0,2,0,1,1.0,2,0,0,255,0
641,1,1.0,255,1,0,0.0,17,1,0,17,1
642,1,1.0,255,1,0,0.0,19,1,0,255,1
643,0,1.0,1,0,0,0.0,1,0,1,179,0
644,1,1.0,1,0,0,0.0,1,0,0,255,1
645,0,0.05,15,0,1,1.0,297,0,0,255,0
646,0,0.01,1,0,1,1.0,150,0,0,255,0
647,0,0.03,6,0,1,1.0,198,0,0,255,0
648,0,0.06,4,0,1,1.0,63,0,1,212,0
649,1,1.0,255,1,0,0.0,4,1,0,108,1
650,0,0.01,1,0,1,0.65,199,0,0,255,0
651,1,1.0,255,1,0,0.0,1,1,0,53,1
652,1,1.0,255,0,0,0.0,1,0,0,2,0
653,1,0.99,254,0,0,0.0,106,0,0,255,1
654,1,1.0,240,0,0,0.0,68,0,0,255,1
655,1,1.0,255,1,0,0.0,20,1,0,168,1
656,1,1.0,255,1,0,0.0,6,1,0,255,1
657,1,1.0,105,1,0,0.0,1,0,0,120,1
658,1,1.0,239,1,0,0.0,11,1,0,255,1
659,0,0.03,9,0,1,1.0,299,0,0,255,0
660,1,1.0,178,1,0,0.0,1,0,0,67,1
661,0,0.0,1,0,0,0.21,509,0,0,255,0
662,1,0.27,8,0,0,0.0,30,0,0,255,0
663,1,1.0,255,1,0,0.0,3,1,0,3,1
664,1,1.0,255,1,0,0.0,4,1,0,74,1
665,0,0.0,16,0,1,1.0,234,0,1,255,0
666,1,1.0,88,0,0,0.0,88,0,1,255,0
667,0,0.07,17,0,0,0.0,244,0,0,255,0
668,1,1.0,70,1,0,0.0,1,0,0,254,1
669,1,1.0,110,0,0,0.0,254,0,0,143,1
670,1,1.0,255,1,0,0.0,4,1,0,255,1
671,0,0.05,12,0,1,1.0,237,0,0,255,0
672,1,1.0,79,0,0,0.0,1,0,0,63,1
673,0,0.05,15,0,0,0.0,287,0,0,255,0
674,1,1.0,4,1,0,0.0,4,1,0,4,0
675,1,1.0,255,1,0,0.0,19,1,0,255,1
676,0,1.0,255,0,0,0.0,1,1,0,8,1
677,1,1.0,192,1,0,0.0,1,0,0,214,1
678,0,1.0,73,0,1,1.0,11,0,0,133,0
679,0,0.04,17,0,1,1.0,73,0,1,255,0
680,0,1.0,90,0,0,0.0,1,1,0,1,1
681,1,1.0,245,0,0,0.0,104,0,0,255,1
682,1,1.0,255,1,0,0.0,6,1,0,255,1
683,1,1.0,255,1,0,0.0,1,1,0,41,1
684,1,1.0,2,0,0,0.0,1,0,0,255,1
685,1,1.0,254,0,0,0.0,256,0,0,255,1
686,1,0.5,15,0,0,0.0,2,0,0,255,1
687,0,0.03,6,0,1,1.0,240,0,0,255,0
688,0,0.01,13,0,1,1.0,149,0,1,255,0
689,0,1.0,4,0,0,0.0,1,0,0,4,0
690,1,1.0,3,0,0,0.0,1,0,0,100,1
691,1,1.0,255,1,0,0.0,14,1,0,133,1
692,1,0.5,19,0,0,0.0,2,0,0,255,1
693,0,0.03,14,0,1,1.0,92,0,0,255,0
694,0,1.0,255,1,0,1.0,1,1,0,3,1
695,0,0.5,1,0,0,0.0,2,0,1,255,0
696,0,0.01,2,0,1,1.0,191,0,0,255,0
697,1,1.0,216,1,0,0.0,1,1,0,1,1
698,1,1.0,84,1,0,0.0,8,1,0,85,1
699,1,1.0,255,1,0,0.0,5,1,0,36,1
700,1,1.0,255,1,0,0.0,6,1,0,255,1
701,1,1.0,255,0,0,0.0,230,0,0,255,1
702,1,1.0,2,0,0,0.0,1,0,0,255,1
703,0,0.42,5,0,1,1.0,12,0,1,255,0
704,1,1.0,55,1,0,0.0,2,0,0,62,1
705,1,1.0,66,0,0,0.0,99,0,1,255,0
706,0,0.13,1,0,0,0.0,150,0,1,255,0
707,1,1.0,1,0,0,0.0,1,0,0,1,1
708,0,0.07,16,0,1,1.0,226,0,1,255,0
709,0,0.01,1,0,0,0.09,81,0,1,255,0
710,0,0.06,27,0,0,0.0,122,0,1,255,0
711,1,1.0,255,0,0,0.0,54,0,0,255,1
712,0,0.03,20,0,1,1.0,237,0,1,255,0
713,0,0.01,3,0,1,1.0,219,0,1,255,0
714,1,1.0,255,1,0,0.0,1,1,0,190,1
715,0,0.13,37,0,1,1.0,148,0,1,255,0
716,1,1.0,246,0,0,0.0,2,0,1,255,1
717,1,1.0,22,1,0,0.0,1,0,0,3,0
718,0,0.07,20,0,1,1.0,276,0,0,255,0
719,1,0.25,29,0,0,0.0,4,0,0,255,1
720,1,1.0,177,1,0,0.0,1,0,0,67,1
721,1,1.0,196,0,0,0.0,66,0,0,255,1
722,1,0.99,254,0,0,0.0,148,0,0,255,1
723,1,1.0,147,1,0,0.0,1,0,0,221,1
724,0,0.02,17,0,1,1.0,166,0,1,255,0
725,0,0.03,5,0,1,1.0,197,0,0,255,0
726,1,1.0,255,1,0,0.0,1,1,0,255,1
727,1,1.0,255,0,0,0.0,71,0,0,255,1
728,1,1.0,175,1,0,0.0,2,1,0,175,1
729,1,1.0,255,1,0,0.0,4,1,0,255,1
730,1,1.0,76,0,0,0.0,1,0,1,114,1
731,1,1.0,255,1,0,0.0,11,1,0,11,1
732,0,0.02,2,0,0,0.0,104,0,0,255,0
733,0,0.08,20,0,0,0.0,264,0,1,255,0
734,1,1.0,255,1,0,0.0,10,1,0,59,1
735,1,1.0,29,1,0,0.0,1,0,0,45,1
736,1,1.0,255,1,0,0.0,21,1,0,21,1
737,0,0.09,22,0,1,1.0,254,0,1,58,0
738,0,0.09,11,0,1,1.0,122,0,0,255,0
739,1,1.0,8,1,0,0.0,1,0,0,164,1
740,1,1.0,118,0,0,0.0,511,0,0,255,0
741,0,0.01,1,0,1,1.0,101,0,1,255,0
742,0,0.06,15,0,1,1.0,232,0,0,255,0
743,1,1.0,52,1,0,0.0,16,0,0,187,1
744,0,0.05,7,0,1,1.0,131,0,0,255,0
745,1,1.0,255,1,0,0.0,23,1,0,23,1
746,1,1.0,255,1,0,0.0,9,1,0,60,1
747,1,1.0,189,1,0,0.0,1,0,0,152,1
748,1,1.0,67,0,0,0.0,511,0,0,255,0
749,1,1.0,255,1,0,0.0,4,1,0,255,1
750,0,0.03,4,0,1,1.0,126,0,0,255,0
751,0,0.01,3,0,1,1.0,263,0,0,255,0
752,0,1.0,158,0,0,0.0,1,1,0,3,1
753,0,0.09,12,0,1,1.0,127,0,0,255,0
754,0,0.09,18,0,1,1.0,194,0,0,255,0
755,1,1.0,118,1,0,0.0,2,1,0,118,0
756,0,1.0,1,0,0,0.0,1,0,1,66,0
757,0,0.06,15,0,0,0.0,266,0,0,255,0
758,1,1.0,27,0,0,0.0,27,0,1,255,0
759,1,1.0,183,0,0,0.0,1,0,0,1,0
760,0,0.2,51,0,1,1.0,25,0,0,27,0
761,0,0.07,7,0,1,1.0,100,0,0,255,0
762,1,1.0,96,1,0,0.0,1,0,0,121,1
763,0,0.04,10,0,0,0.0,240,0,0,255,0
764,1,1.0,255,1,0,0.0,5,1,0,5,1
765,0,0.06,10,0,1,1.0,287,0,0,255,0
766,0,0.07,19,0,0,0.0,282,0,0,255,0
767,1,1.0,255,1,0,0.0,1,1,0,77,1
768,1,1.0,16,1,0,0.0,1,0,0,5,0
769,0,0.14,18,0,1,1.0,129,0,0,255,0
770,0,0.02,5,0,1,1.0,244,0,0,255,0
771,0,0.04,11,0,1,1.0,279,0,0,255,0
772,1,1.0,255,1,0,0.0,1,1,0,49,1
773,1,1.0,255,1,0,0.0,13,1,0,176,1
774,1,1.0,2,0,0,0.0,1,0,0,255,1
775,0,0.12,17,0,1,1.0,134,0,1,255,0
776,0,1.0,2,0,0,0.0,2,0,0,255,0
777,1,1.0,27,1,0,0.0,2,0,0,8,0
778,0,0.03,2,0,0,0.0,65,0,1,235,0
779,1,1.0,41,1,0,0.0,1,0,0,255,1
780,0,0.07,18,0,1,1.0,269,0,0,255,0
781,1,1.0,129,0,0,0.0,1,0,0,2,0
782,1,1.0,255,1,0,0.0,2,1,0,38,1
783,1,1.0,30,1,0,0.0,9,0,0,151,1
784,1,1.0,114,1,0,0.0,1,0,0,67,1
785,0,1.0,2,0,0,0.0,2,0,1,255,0
786,1,1.0,253,0,0,0.0,216,0,0,255,1
787,1,1.0,219,0,0,0.0,322,0,0,255,0
788,0,0.35,11,0,1,1.0,31,0,0,255,0
789,1,1.0,255,1,0,0.0,4,1,0,193,1
790,0,0.09,25,0,1,1.0,271,0,0,255,0
791,1,1.0,255,1,0,0.0,26,1,0,255,1
792,0,0.09,12,0,1,1.0,140,0,0,255,0
793,0,0.07,13,0,1,1.0,180,0,0,255,0
794,0,0.07,20,0,1,1.0,278,0,0,255,0
795,0,0.09,4,0,1,1.0,45,0,0,255,0
796,0,0.5,3,0,1,1.0,6,0,0,255,0
797,1,1.0,255,1,0,0.0,2,1,0,255,1
798,0,0.04,10,0,1,1.0,279,0,0,255,0
799,1,1.0,44,1,0,0.0,1,0,0,137,1
800,1,1.0,255,1,0,0.0,13,1,0,59,1
801,1,1.0,13,1,0,0.0,1,0,0,255,1
802,1,0.05,1,1,0,0.05,21,0,0,173,1
803,1,1.0,21,1,0,0.0,1,0,0,44,1
804,1,1.0,78,1,0,0.0,1,0,0,115,1
805,1,1.0,28,1,0,0.0,2,0,0,164,1
806,0,0.15,17,0,0,0.0,111,0,1,255,0
807,0,0.0,1,0,0,0.0,366,0,0,255,0
808,0,0.05,7,0,1,1.0,145,0,0,255,0
809,1,1.0,255,1,0,0.0,9,1,0,51,1
810,0,0.04,14,0,1,1.0,231,0,1,255,0
811,1,1.0,245,0,0,0.0,8,0,0,255,1
812,0,0.03,2,0,1,1.0,130,0,0,255,0
813,1,1.0,255,1,0,0.0,21,1,0,255,1
814,1,1.0,142,1,0,0.0,1,0,0,176,1
815,0,0.13,54,0,1,1.0,23,0,0,255,0
816,1,1.0,255,1,0,0.5,2,1,0,168,1
817,1,1.0,191,0,0,0.0,191,0,0,191,1
818,1,1.0,255,1,0,0.0,10,1,0,25,1
819,0,0.07,15,0,1,1.0,214,0,0,255,0
820,1,1.0,255,1,0,0.0,6,1,0,6,1
821,1,1.0,255,1,0,0.0,35,1,0,255,1
822,1,1.0,116,1,0,0.0,1,0,0,137,1
823,0,0.5,1,0,0,0.0,2,0,1,255,0
824,0,0.01,2,0,1,1.0,244,0,0,255,0
825,1,1.0,255,1,0,0.0,2,1,0,2,1
826,0,0.01,17,0,1,1.0,257,0,1,255,0
827,1,1.0,255,1,0,0.0,12,1,0,12,1
828,1,1.0,255,1,0,0.0,2,1,0,22,1
829,1,1.0,129,0,0,0.0,1,0,0,2,0
830,1,1.0,117,1,0,0.0,2,0,0,129,1
831,1,1.0,255,1,0,0.0,23,1,0,255,1
832,0,0.01,1,0,0,0.01,78,0,1,255,0
833,1,1.0,255,1,0,0.0,7,1,0,255,1
834,0,0.03,6,0,1,1.0,234,0,1,255,0
835,1,1.0,237,0,0,0.0,2,0,1,255,1
836,0,0.02,2,0,0,0.0,116,0,0,255,0
837,1,1.0,255,1,0,0.0,1,1,0,3,1
838,0,0.06,17,0,1,1.0,106,0,0,255,0
839,1,1.0,196,0,0,0.0,74,0,0,255,1
840,1,1.0,70,0,0,0.0,2,0,0,94,1
841,0,0.5,9,1,0,0.5,2,0,0,24,1
842,0,1.0,1,0,0,0.0,1,0,1,53,0
843,1,1.0,255,1,0,0.0,1,1,0,22,1
844,0,0.02,4,0,1,1.0,256,0,0,255,0
845,1,1.0,255,1,0,0.0,8,1,0,255,1
846,0,0.05,5,0,1,1.0,286,0,0,255,0
847,0,0.03,9,0,1,1.0,233,0,1,255,0
848,1,1.0,255,1,0,0.0,23,1,0,255,1
849,0,0.52,63,0,1,1.0,29,0,0,255,0
850,1,1.0,87,1,0,0.0,1,0,0,255,1
851,1,1.0,214,0,0,0.0,17,0,1,255,0
852,0,0.17,9,0,1,1.0,108,0,0,255,0
853,0,0.02,2,0,1,1.0,102,0,0,255,0
854,1,1.0,255,1,0,0.0,10,1,0,42,1
855,0,0.04,9,0,1,1.0,229,0,0,255,0
856,0,0.05,4,0,1,1.0,239,0,0,255,0
857,1,1.0,5,0,0,0.0,1,0,0,145,1
858,1,1.0,98,0,0,0.0,511,0,0,243,0
859,1,1.0,18,0,0,0.0,18,0,1,255,0
860,0,0.02,6,0,0,0.0,258,1,0,255,0
861,1,1.0,243,1,0,0.0,4,1,0,255,1
862,1,1.0,12,0,0,0.0,1,0,0,47,1
863,0,0.05,27,0,1,1.0,105,0,1,255,0
864,0,0.14,21,0,1,1.0,145,0,0,255,0
865,1,1.0,126,1,0,0.0,1,0,0,24,1
866,1,1.0,238,0,0,0.0,19,0,0,255,1
867,1,1.0,255,1,0,0.0,10,1,0,12,1
868,1,1.0,78,0,0,0.0,1,0,0,98,1
869,1,1.0,255,1,0,0.0,10,1,0,65,1
870,0,0.17,21,0,1,1.0,123,0,0,255,0
871,0,0.22,2,0,1,1.0,9,0,0,255,0
872,1,1.0,255,1,0,0.0,1,1,0,34,1
873,0,0.04,10,0,1,1.0,45,0,0,255,0
874,1,1.0,17,0,0,0.0,1,0,0,1,0
875,0,0.03,9,0,1,1.0,265,0,0,255,0
876,0,0.03,10,0,1,1.0,255,0,0,255,0
877,0,0.1,10,0,1,1.0,104,0,1,255,0
878,0,0.13,14,0,1,1.0,150,1,0,255,0
879,1,1.0,255,1,0,0.0,2,1,0,104,1
880,1,1.0,255,1,0,0.0,31,1,0,255,1
881,0,0.01,3,0,1,1.0,232,0,0,255,0
882,0,0.01,2,0,1,1.0,217,0,0,255,0
883,0,0.02,16,0,0,0.0,66,0,1,255,0
884,0,1.0,1,0,0,0.0,1,0,1,119,0
885,1,1.0,255,1,0,0.0,16,1,0,153,1
886,0,1.0,255,0,0,0.0,1,1,0,28,1
887,0,1.0,1,0,0,0.0,1,0,1,208,0
888,1,1.0,255,1,0,0.0,4,1,0,28,1
889,1,1.0,104,1,0,0.0,1,0,0,122,1
890,1,1.0,97,1,0,0.0,1,0,0,89,1
891,1,1.0,169,0,0,0.0,1,0,0,1,0
892,1,1.0,17,1,0,0.0,1,0,0,18,1
893,0,0.01,1,0,1,1.0,195,0,0,255,0
894,0,0.06,13,0,1,1.0,232,0,1,255,0
895,1,1.0,130,1,0,0.0,1,0,0,60,1
896,1,1.0,255,0,0,0.0,65,0,0,255,0
897,1,1.0,80,0,0,0.0,1,0,0,3,0
898,0,1.0,1,0,0,0.0,1,0,1,255,0
899,0,0.02,1,0,1,1.0,120,0,0,255,0
900,0,0.0,1,0,0,0.06,204,0,1,255,0
901,1,1.0,247,0,0,0.0,8,0,0,255,1
902,0,0.03,2,0,0,0.0,63,0,1,255,0
903,1,1.0,1,0,0,0.0,1,0,0,255,1
904,0,1.0,255,0,0,0.0,1,1,0,13,1
905,0,0.07,18,0,1,1.0,262,0,0,255,0
906,1,1.0,255,1,0,0.0,3,1,0,255,1
907,0,0.11,4,0,1,1.0,146,0,1,255,0
908,1,1.0,255,1,0,0.0,20,1,0,20,1
909,0,0.5,1,0,0,0.0,2,0,1,255,0
910,1,1.0,255,0,0,0.0,261,0,0,255,0
911,0,0.0,1,0,1,1.0,242,0,0,255,0
912,0,0.1,21,0,1,1.0,213,0,0,255,0
913,0,0.22,51,0,1,1.0,50,1,0,255,0
914,1,1.0,255,0,0,0.0,1,0,0,2,0
915,0,0.06,11,0,1,1.0,170,0,0,255,0
916,0,0.09,23,0,1,1.0,252,0,0,255,0
917,0,0.12,8,0,1,1.0,126,0,1,93,0
918,1,1.0,255,1,0,0.0,34,1,0,255,1
919,0,0.07,18,0,0,0.0,269,1,0,255,0
920,1,1.0,153,0,0,0.0,1,0,0,1,0
921,1,1.0,255,1,0,0.0,5,1,0,42,1
922,1,1.0,255,1,0,0.0,6,1,0,198,1
923,0,0.25,57,0,1,1.0,61,0,0,223,0
924,1,1.0,255,1,0,0.0,13,1,0,255,1
925,0,0.01,3,0,1,1.0,281,0,0,255,0
926,0,1.0,92,0,0,0.0,1,1,0,2,1
927,0,0.0,1,0,1,1.0,240,0,1,255,0
928,0,0.03,14,0,1,1.0,260,0,0,255,0
929,0,0.01,3,0,1,1.0,275,0,1,255,0
930,0,0.1,12,0,0,0.0,116,0,0,255,0
931,0,0.04,8,0,1,1.0,164,0,1,255,0
932,1,1.0,255,1,0,0.0,3,1,0,255,1
933,0,1.0,255,1,0,1.0,1,1,0,2,1
934,0,0.02,3,0,0,0.0,194,0,0,255,0
935,1,1.0,19,0,0,0.0,1,0,0,2,1
936,1,1.0,255,1,0,0.0,13,1,0,13,1
937,1,1.0,255,1,0,0.0,1,1,0,6,1
938,1,1.0,255,1,0,0.0,8,1,0,71,1
939,1,1.0,251,1,0,0.0,8,1,0,255,1
940,0,0.13,16,0,0,0.0,121,0,0,255,0
941,0,0.05,11,0,1,1.0,220,0,1,24,0
942,1,1.0,16,1,0,0.0,1,0,0,255,1
943,1,1.0,75,1,0,0.0,8,0,0,42,1
944,1,1.0,255,1,0,0.0,23,1,0,255,1
945,1,1.0,255,1,0,0.0,3,1,0,247,1
946,0,0.07,62,0,1,1.0,29,0,0,255,0
947,0,0.05,11,0,0,0.0,229,0,0,255,0
948,0,0.14,16,0,0,0.0,118,0,0,255,0
949,0,0.04,9,0,1,1.0,240,0,0,255,0
950,1,1.0,251,1,0,0.0,3,1,0,255,1
951,0,1.0,24,0,1,1.0,18,0,0,78,0
952,1,0.25,242,0,0,0.0,8,0,1,255,1
953,1,1.0,255,1,0,0.0,51,1,0,255,1
954,1,1.0,109,1,0,0.0,1,0,0,255,1
955,1,1.0,130,1,0,0.0,1,0,0,255,1
956,1,1.0,30,0,0,0.0,434,0,0,30,0
957,1,1.0,30,1,0,0.0,1,0,0,1,1
958,0,0.1,15,0,0,0.0,144,0,0,255,0
959,0,0.03,9,0,1,1.0,258,0,1,118,0
960,1,1.0,154,1,0,0.0,1,0,0,1,1
961,1,1.0,249,0,0,0.0,154,0,0,255,1
962,1,1.0,53,1,0,0.0,1,0,0,75,1
963,0,0.0,1,0,1,0.17,511,0,0,255,0
964,1,1.0,255,1,0,0.0,11,1,0,27,1
965,0,0.05,5,0,0,0.0,111,0,0,255,0
966,0,0.1,22,0,1,1.0,228,0,0,255,0
967,0,0.06,15,0,1,1.0,282,0,1,255,0
968,1,1.0,55,1,0,0.0,9,0,0,111,1
969,1,1.0,225,0,0,0.0,307,0,0,255,1
970,1,1.0,24,1,0,0.0,1,0,0,79,1
971,1,1.0,171,0,0,0.0,43,0,0,233,1
972,1,1.0,255,0,0,0.0,202,0,0,255,1
973,1,1.0,255,0,0,0.0,282,0,0,255,0
974,1,1.0,255,1,0,0.0,4,1,0,10,1
975,1,1.0,250,0,0,0.0,250,0,0,255,0
976,0,1.0,4,1,0,0.0,1,0,0,11,1
977,1,1.0,65,0,0,0.0,1,0,0,255,1
978,1,1.0,49,1,0,0.0,20,0,0,141,1
979,1,1.0,255,1,0,0.0,23,1,0,255,1
980,1,0.5,6,0,0,0.0,2,0,0,255,1
981,0,1.0,155,0,0,0.0,1,1,0,214,1
982,1,1.0,255,1,0,0.0,3,1,0,113,1
983,1,1.0,255,1,0,0.0,10,1,0,255,1
984,0,0.08,15,0,1,1.0,75,0,1,255,0
985,1,1.0,255,1,0,0.0,6,1,0,64,1
986,0,0.03,7,0,1,1.0,262,0,0,255,0
987,0,1.0,229,0,0,0.0,1,1,0,53,1
988,1,1.0,139,0,0,0.0,1,0,0,1,0
989,0,0.09,20,0,1,1.0,206,0,1,255,0
990,1,1.0,255,1,0,0.0,17,1,0,35,1
991,0,0.03,7,0,1,1.0,270,0,0,255,0
